CustomerID,Age,Gender,Income,Category,Spending,TransactionDate
1,0.0009371325415332249,Male,0.9999371563256212,Clothing,0.011171623965656255,2023-02-15
2,0.000886547168679442,Male,0.9999352667025735,Groceries,0.011343563750898825,2023-07-12
3,0.0004698364432919187,Male,0.9999651588610591,Groceries,0.008334285673855213,2023-02-27
4,0.0006149049708468098,Female,0.9999123457182686,Healthcare,0.01322583729170132,2023-04-21
5,0.0011394243418163237,Male,0.9999967831893996,Electronics,0.0022661251118156985,2023-05-09
6,0.00033041430228517536,Male,0.9999922775800375,Travel,0.0039160703106838985,2023-12-03
7,0.0005410891386040699,Male,0.9999896848917531,Travel,0.004509693186507762,2023-07-13
8,0.0006385375971888604,Female,0.9999954870261261,Groceries,0.002935676603075786,2023-12-06
9,0.0005235604024165011,Female,0.9999712819264941,Travel,0.0075605030777845085,2023-11-22
10,0.0007324305511284383,Male,0.9999508099281004,Groceries,0.009891474592989561,2023-01-08
11,0.0004066223434001815,Male,0.9999859980068962,Healthcare,0.005276215350148355,2023-01-29
12,0.0003653880819935861,Male,0.9999888829703037,Electronics,0.004701109162078193,2023-04-22
13,0.0005669892370816187,Male,0.9999339211136733,Healthcare,0.011481808631018428,2023-06-10
14,0.0007838653591816673,Female,0.9999311899794971,Clothing,0.011704736702950407,2023-05-11
15,0.0007499933585318827,Female,0.9999911447091769,Clothing,0.0041410159613535814,2023-07-07
16,0.0005287293114732226,Female,0.9999302946907854,Clothing,0.011795177188755683,2023-06-12
17,0.00024771596423249894,Female,0.9999302612209052,Healthcare,0.011807257577159946,2023-07-16
18,0.0005592936742855022,Male,0.9999884078955915,Travel,0.004782391141044341,2023-12-30
19,0.000330468486147052,Male,0.9999802460027611,Electronics,0.006276814067407797,2023-07-23
20,0.0006591416370288215,Male,0.9999660932486024,Clothing,0.008208403342296968,2023-07-31
21,0.0007810229223552418,Female,0.9999270027406117,Clothing,0.012057329446084505,2023-04-19
22,0.000984229558109066,Male,0.9998306436578162,Clothing,0.01837703172370621,2023-10-03
23,0.0008393087281347269,Female,0.9999981991757937,Electronics,0.0017021181006572263,2023-03-14
24,0.0003511984067144951,Female,0.9999727686761826,Clothing,0.0073714697156705596,2023-06-16
25,0.0006287894221082472,Male,0.9999571991427233,Electronics,0.00923062871654907,2023-09-17
26,0.0006314913673760175,Male,0.9999792100672712,Clothing,0.0064172152752750905,2023-08-31
27,0.00046129620666584295,Male,0.999994735457065,Healthcare,0.0032118941396540347,2023-10-02
28,0.0006424818049150059,Female,0.9998993751569539,Healthcare,0.014171336488257323,2023-04-12
29,0.001540097282944388,Male,0.9998513540846501,Electronics,0.01717258965475876,2023-06-22
30,0.0005899045238535582,Female,0.9999303039691992,Healthcare,0.011791489164542326,2023-06-20
31,0.0009470873730197169,Male,0.9999233685872714,Electronics,0.012343418432183334,2023-05-21
32,0.00047592748127568316,Female,0.9999669042948718,Healthcare,0.008121810633306187,2023-07-07
33,0.0010652738858705757,Female,0.9999671800198321,Healthcare,0.0080314428798805,2023-03-27
34,0.0007110128132725938,Male,0.9999526203018366,Electronics,0.009708326955271391,2023-02-21
35,0.0005177263871004012,Female,0.9999963610236234,Travel,0.002647621366274658,2023-04-21
36,0.0003824834780234955,Female,0.9999671954663644,Healthcare,0.008090840347152635,2023-12-31
37,0.0010927033291581434,Male,0.9999942810748822,Clothing,0.0032005963450622743,2023-12-08
38,0.0010593745065505577,Female,0.9999404809256991,Travel,0.010858744482511826,2023-02-12
39,0.0008825431397860562,Male,0.9999937169792235,Electronics,0.0034332374929710026,2023-07-30
40,0.0010987407224197195,Female,0.9999973714092169,Travel,0.0020124471376725237,2023-07-19
