CustomerID,Age,Gender,Income,Category,Spending,TransactionDate
1,0.8170455869054544,Male,-0.115006488001595,Clothing,0.5986470543161435,2023-02-15
2,1.6843460951993867,Male,1.1328967237147276,Groceries,1.3558864477642725,2023-07-12
3,0.1498913497562757,Male,2.519317744345556,Groceries,1.1206142891514927,2023-02-27
4,-0.7841245822525744,Female,-0.6478788366522624,Healthcare,0.6714551524367075,2023-04-21
5,1.0839072817651259,Male,-0.6049286486438764,Electronics,-1.3297123560509743,2023-05-09
6,-1.2511325482569995,Male,0.9835377901743112,Travel,-0.7072558766115418,2023-12-03
7,-0.38383203996306725,Male,0.6083105849692151,Travel,-0.6354677953245508,2023-07-13
8,0.8170455869054544,Female,1.8147827471597635,Groceries,-0.843867786321818,2023-12-06
9,-0.5172628873929029,Female,0.506804513631068,Travel,0.0790715830905518,2023-11-22
10,-0.2504011925332315,Male,-0.4701396341866906,Groceries,0.15061345341771504,2023-01-08
11,-1.050986277112246,Male,0.51377874030124,Healthcare,-0.47152646907336726,2023-01-29
12,-1.050986277112246,Male,1.050379883409227,Electronics,-0.4823245783115379,2023-04-22
13,-0.18368576881831364,Male,0.7518691715760232,Healthcare,1.1708764979506647,2023-06-10
14,0.6168993157607008,Female,0.42746405378921015,Clothing,1.0341590692576053,2023-05-11
15,0.8837610106203723,Female,1.006877281407164,Clothing,-0.642467221182518,2023-07-07
16,-0.18368576881831364,Female,1.1131479234407753,Clothing,1.4676662235261821,2023-06-12
17,-1.5847096668315888,Female,1.3336301586671042,Healthcare,1.6035746733512353,2023-07-16
18,-0.3171166162481494,Male,0.5739228138628224,Travel,-0.5764826839486153,2023-12-30
19,-1.6514250905465067,Male,-0.271063441215345,Electronics,-0.48010867967308596,2023-07-23
20,-0.18368576881831364,Male,0.053963142314354624,Clothing,0.046431044416211806,2023-07-31
21,1.1506227054800438,Female,1.1516787994997455,Clothing,1.5628443459968329,2023-04-19
22,0.21660677347119356,Male,-0.9441798925107585,Clothing,1.3372095878116057,2023-10-03
23,0.7503301631905365,Female,0.2839054671824021,Electronics,-1.3571121185804038,2023-03-14
24,-1.6514250905465067,Female,-0.5054250780328085,Clothing,-0.34673268543483493,2023-06-16
25,-0.38383203996306725,Male,-0.06818940203747001,Electronics,0.21265861529436972,2023-09-17
26,0.41675304461594714,Male,1.2261856368969295,Clothing,0.03770814183944869,2023-08-31
27,-0.984270853397328,Male,0.09995160728796412,Healthcare,-1.0392185964482015,2023-10-02
28,-0.3171166162481494,Female,-0.04989068849691969,Healthcare,1.2762547887570468,2023-04-12
29,1.1506227054800438,Male,-1.5064682863247258,Electronics,0.6429298540909212,2023-06-22
30,-0.11697034510339578,Female,0.6749455229565021,Healthcare,1.2034466906364825,2023-06-20
31,1.484199824054633,Male,0.5706083299007605,Electronics,1.2760789237857408,2023-05-21
32,0.01646050232643995,Female,2.1426404524070577,Healthcare,0.8916029235171963,2023-07-07
